date,precipitation,max_temp,min_temp
2015-03-07,0.12,304.24,297.97
2015-03-08,0.0,304.14,297.42
2015-03-09,0.0,304.19,297.17
2015-03-10,0.0,304.16,295.89
2015-03-11,0.0,304.64,296.94
2015-03-12,0.41,303.81,297.72
2015-03-13,0.0,304.59,297.57
2015-03-14,0.0,304.66,297.57
2015-03-15,0.0,305.09,297.84
2015-03-16,0.0,304.39,297.44
2015-03-17,0.0,304.44,295.94
2015-03-18,0.0,304.98,295.26
2015-03-19,0.0,304.31,295.76
2015-03-20,0.0,305.6,295.74
2015-03-21,0.0,304.78,296.8
2015-03-22,0.45,305.34,298.25
2015-03-23,0.0,305.56,298.39
2015-03-24,0.47,305.22,298.15
2015-03-25,0.0,306.07,298.6
2015-03-26,1.66,304.15,298.8
2015-03-27,0.83,305.04,298.72
2015-03-28,0.25,304.79,298.26
2015-03-29,0.0,304.67,298.37
2015-03-30,0.0,305.31,298.54
2015-03-31,0.26,306.38,298.87
2015-04-01,0.0,306.17,299.33
2015-04-02,0.0,305.99,298.32
2015-04-03,0.0,306.15,297.86
2015-04-04,0.12,305.74,297.22
2015-04-05,0.57,306.86,299.38
2015-04-06,0.0,307.24,299.3
2015-04-07,0.0,305.67,299.03
2015-04-08,0.32,304.69,298.53
2015-04-09,0.0,305.11,298.3
2015-04-10,0.12,305.17,298.27
2015-04-11,0.0,306.25,298.63
2015-04-12,0.0,305.73,298.64
2015-04-13,1.66,304.73,298.48
2015-04-14,4.03,305.06,298.89
2015-04-15,0.24,306.37,299.62
2015-04-16,0.11,306.46,299.29
2015-04-17,0.0,306.95,299.37
2015-04-18,0.85,307.24,299.32
2015-04-19,1.38,307.67,299.13
2015-04-20,0.52,306.63,299.34
2015-04-21,0.12,306.52,299.43
2015-04-22,0.0,307.48,299.66
2015-04-23,0.0,306.87,299.88
2015-04-24,0.0,306.15,299.52
2015-04-25,0.0,307.07,299.22
2015-04-26,0.26,306.37,298.89
2015-04-27,0.0,306.9,298.94
2015-04-28,3.44,305.99,298.79
2015-04-29,0.0,307.06,298.71
2015-04-30,2.24,306.14,298.68
2015-05-01,2.46,304.44,299.29
2015-05-02,7.21,303.87,299.23
2015-05-03,13.01,303.2,299.71
2015-05-04,3.93,304.4,298.74
2015-05-05,0.0,306.02,298.76
2015-05-06,0.0,306.2,297.7
2015-05-07,0.0,306.13,298.54
2015-05-08,1.05,306.08,297.3
2015-05-09,0.0,305.42,298.96
2015-05-10,0.44,305.8,299.26
2015-05-11,0.16,306.22,299.12
2015-05-12,0.37,306.96,299.8
2015-05-13,0.0,307.75,300.09
2015-05-14,0.0,307.42,300.15
2015-05-15,0.0,307.43,299.4
2015-05-16,0.44,306.53,298.97
2015-05-17,0.68,305.93,298.93
2015-05-18,0.0,306.75,300.15
2015-05-19,2.63,305.95,299.53
2015-05-20,0.0,306.84,299.59
2015-05-21,4.22,305.57,300.54
2015-05-22,0.21,305.94,299.84
2015-05-23,1.36,306.25,299.81
2015-05-24,2.44,304.74,299.7
2015-05-25,2.59,305.52,299.68
2015-05-26,2.15,306.63,299.34
2015-05-27,1.77,305.56,299.81
2015-05-28,0.13,306.23,298.81
2015-05-29,0.0,306.52,299.08
2015-05-30,0.37,306.55,300.03
2015-05-31,1.51,306.18,299.31
2015-06-01,5.24,305.35,299.77
2015-06-02,0.78,306.77,299.57
2015-06-03,2.0,305.44,299.36
2015-06-04,2.36,305.26,299.83
2015-06-05,3.64,304.93,299.01
2015-06-06,3.91,305.52,299.11
2015-06-07,1.45,305.75,299.84
2015-06-08,1.0,306.44,300.38
2015-06-09,5.51,305.59,299.86
2015-06-10,4.95,305.31,299.32
2015-06-11,6.37,305.87,298.83
2015-06-12,2.57,306.98,299.63
2015-06-13,2.35,305.36,299.62
2015-06-14,11.49,304.4,299.1
2015-06-15,9.11,306.18,299.02
2015-06-16,4.82,304.78,299.21
2015-06-17,12.93,304.32,299.46
2015-06-18,12.05,302.84,299.14
2015-06-19,18.21,301.86,298.52
2015-06-20,17.23,303.21,299.12
2015-06-21,21.11,302.23,298.81
2015-06-22,0.18,303.19,299.71
2015-06-23,10.47,303.65,299.46
2015-06-24,13.57,303.31,299.24
2015-06-25,16.41,302.59,298.65
2015-06-26,9.25,302.63,298.91
2015-06-27,5.4,303.31,298.78
2015-06-28,9.87,302.78,298.36
2015-06-29,12.33,301.94,298.81
2015-06-30,17.66,301.74,298.4
2015-07-01,24.74,301.79,298.7
2015-07-02,34.04,300.49,298.56
2015-07-03,45.59,300.0,298.98
2015-07-04,36.59,301.08,299.05
2015-07-05,38.44,301.1,298.74
2015-07-06,16.95,302.5,298.58
2015-07-07,7.37,302.57,298.72
2015-07-08,12.32,302.65,299.08
2015-07-09,27.46,301.22,298.93
2015-07-10,21.65,300.51,298.7
2015-07-11,7.52,303.17,298.7
2015-07-12,3.25,303.74,299.44
2015-07-13,1.08,304.54,299.66
2015-07-14,1.16,303.66,299.39
2015-07-15,1.09,303.92,299.58
2015-07-16,0.0,304.28,299.27
2015-07-17,0.0,304.1,299.36
2015-07-18,0.0,304.11,299.59
2015-07-19,0.0,303.37,298.51
2015-07-20,0.56,304.94,297.93
2015-07-21,6.38,303.42,298.57
2015-07-22,7.09,302.03,298.75
2015-07-23,9.98,303.13,297.82
2015-07-24,2.07,304.85,298.71
2015-07-25,2.36,303.9,297.78
2015-07-26,6.34,304.13,298.77
2015-07-27,7.38,302.58,298.44
2015-07-28,3.58,302.77,297.67
2015-07-29,8.62,302.74,298.41
2015-07-30,9.93,303.31,297.78
2015-07-31,5.04,301.95,298.14
2015-08-01,1.38,303.35,298.07
2015-08-02,16.71,302.43,298.27
2015-08-03,13.43,302.05,298.36
2015-08-04,10.43,302.38,298.43
2015-08-05,6.88,302.7,298.25
2015-08-06,30.74,300.87,298.68
2015-08-07,20.63,300.73,298.37
2015-08-08,14.73,300.81,298.67
2015-08-09,22.98,302.11,298.49
2015-08-10,0.45,303.88,298.96
2015-08-11,4.2,303.99,299.31
2015-08-12,5.9,304.1,298.68
2015-08-13,4.34,303.17,298.72
2015-08-14,9.27,303.31,298.73
2015-08-15,6.38,303.52,299.34
2015-08-16,6.31,303.03,298.87
2015-08-17,7.11,302.45,299.41
2015-08-18,5.11,302.79,298.47
2015-08-19,3.45,303.54,298.88
2015-08-20,8.32,301.55,298.95
2015-08-21,15.25,301.63,298.72
2015-08-22,15.38,301.56,299.1
2015-08-23,4.57,303.17,298.82
2015-08-24,0.46,304.05,299.51
2015-08-25,0.0,303.85,299.13
2015-08-26,0.0,304.43,298.74
2015-08-27,3.02,304.64,298.05
2015-08-28,10.05,302.49,298.05
2015-08-29,11.88,302.54,298.71
2015-08-30,5.9,303.92,298.55
2015-08-31,7.06,303.49,299.1
2015-09-01,9.21,302.63,298.47
2015-09-02,6.47,303.22,298.31
2015-09-03,3.19,303.14,298.45
2015-09-04,9.58,302.39,299.07
2015-09-05,16.95,302.51,298.06
2015-09-06,5.77,302.9,298.5
2015-09-07,5.47,302.56,298.6
2015-09-08,13.41,302.13,298.79
2015-09-09,12.25,303.08,298.89
2015-09-10,25.59,302.41,298.62
2015-09-11,8.1,301.88,298.5
2015-09-12,4.7,303.05,298.44
2015-09-13,20.61,302.36,298.49
2015-09-14,11.42,303.13,298.4
2015-09-15,11.34,303.42,298.26
2015-09-16,9.35,302.02,298.03
2015-09-17,14.83,302.32,298.61
2015-09-18,5.54,303.67,297.98
2015-09-19,8.49,302.15,298.87
2015-09-20,3.62,302.98,298.23
2015-09-21,6.34,302.99,298.25
2015-09-22,11.87,302.41,298.65
2015-09-23,8.74,302.38,298.57
2015-09-24,9.71,302.29,298.71
2015-09-25,18.64,301.64,298.81
2015-09-26,18.45,301.17,298.19
2015-09-27,10.7,302.07,298.9
2015-09-28,8.53,302.5,299.06
2015-09-29,3.2,303.75,299.01
2015-09-30,13.07,303.14,298.77
2015-10-01,11.2,301.86,297.79
2015-10-02,5.52,303.25,298.91
2015-10-03,0.0,304.34,297.97
2015-10-04,3.66,301.6,298.64
2015-10-05,0.35,303.53,298.17
2015-10-06,3.85,303.09,298.48
2015-10-07,9.25,302.99,298.5
2015-10-08,2.24,303.04,297.64
2015-10-09,1.04,303.68,297.89
2015-10-10,2.34,303.41,298.49
2015-10-11,3.61,303.47,299.17
2015-10-12,0.89,304.23,297.99
